block_number,timestamp,borrow_rate,supply_rate,utilization
27381183,2025-03-09 21:21:53,6.573512391942594,5.390769475754339,90.97423832329636
27417183,2025-03-10 17:21:53,6.110035291601613,5.0985072743448505,86.76155275549311
27453183,2025-03-11 13:21:53,5.110262204074515,4.517841331668008,80.27009401633174
27489183,2025-03-12 09:21:53,5.036844781630989,4.397488474206703,80.30744349689297
27525183,2025-03-13 05:21:53,5.825267322339347,5.0335061565880865,85.58960066689247
